Created_at,Text
Wed Jul 25 12:41:14 +0000 2018,"Congratulations to Brian Kemp on your very big win in Georgia last night. Wow, 69-30, those are big numbers. Now go win against the open border, crime loving opponent that the Democrats have given you. She is weak on Vets, the Military and the 2nd Amendment. Win!"
Wed Jul 25 12:34:58 +0000 2018,"What kind of a lawyer would tape a client? So sad! Is this a first, never heard of it before? Why was the tape so abruptly terminated (cut) while I was presumably saying positive things? I hear there are other clients and many reporters that are taped - can this be so? Too bad!"
Wed Jul 25 11:20:28 +0000 2018,"China is targeting our farmers, who they know I love &amp; respect, as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year."
Wed Jul 25 11:08:39 +0000 2018,"When you have people snipping at your heels during a negotiation, it will only take longer to make a deal, and the deal will never be as good as it could have been with unity. Negotiations are going really well, be cool. The end result will be worth it!"
Wed Jul 25 11:01:05 +0000 2018,"Every time I see a weak politician asking to stop Trade talks or the use of Tariffs to counter unfair Tariffs, I wonder, what can they be thinking? Are we just going to continue and let our farmers and country get ripped off?  Lost $817 Billion on Trade last year. No weakness!"
Wed Jul 25 01:05:05 +0000 2018,"“The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton &amp; Frame Donald Trump” is a Hot Seller, already Number One! More importantly, it is a great book that everyone is talking about. It covers the Rigged Witch Hunt brilliantly. Congratulations to Gregg Jarrett!"
Wed Jul 25 00:39:16 +0000 2018,"So sad and unfair that the FCC wouldn’t approve the Sinclair Broadcast merger with Tribune. This would have been a great and much needed Conservative voice for and of the People. Liberal Fake News NBC and Comcast gets approved, much bigger, but not Sinclair. Disgraceful!"
Wed Jul 25 00:08:01 +0000 2018,"The European Union is coming to Washington tomorrow to negotiate a deal on Trade. I have an idea for them. Both the U.S. and the E.U. drop all Tariffs, Barriers and Subsidies! That would finally be called Free Market and Fair Trade! Hope they do it, we are ready - but they won’t!"
Tue Jul 24 22:33:30 +0000 2018,"Today, it was my great honor to be in Kansas City, Missouri to pay tribute to the men and women who make FREEDOM possible! Thank you @VFWHQ! #VFWConvention https://t.co/E6TYsNmWO8"
Tue Jul 24 22:25:07 +0000 2018,"On the heels of the VERY successful launch of the @WhiteHouse National Council for the American Worker, Congress should reauthorize #PerkinsCTE and ensure the American workforce remains stronger than EVER! #Jobs #Workforce"
Tue Jul 24 19:15:36 +0000 2018,"I want to thank the @VFWHQ for your devotion to our fallen heroes, unknown soldiers, Prisoners of War, those Missing in Action, and their families. #VFWConvention https://t.co/15ygFhCudR"
Tue Jul 24 17:51:28 +0000 2018,#VFWConvention @VFWHQ https://t.co/dBQx526axz
Tue Jul 24 15:50:37 +0000 2018,"I’m very concerned that Russia will be fighting very hard to have an impact on the upcoming Election. Based on the fact that no President has been tougher on Russia than me, they will be pushing very hard for the Democrats. They definitely don’t want Trump!"
Tue Jul 24 13:54:19 +0000 2018,MAKE AMERICA GREAT AGAIN!
Tue Jul 24 13:52:56 +0000 2018,Heading to Missouri to be with many of my great friends. VFW here we come!
Tue Jul 24 13:46:22 +0000 2018,Our Country is doing GREAT. Best financial numbers on the Planet. Great to have USA WINNING AGAIN!
Tue Jul 24 13:39:49 +0000 2018,"Today is the day to vote for Brian Kemp. Will be great for Georgia, full Endorsement! https://t.co/yPND2bJ219"
Tue Jul 24 11:29:50 +0000 2018,"Tariffs are the greatest! Either a country which has treated the United States unfairly on Trade negotiates a fair deal, or it gets hit with Tariffs. It’s as simple as that - and everybody’s talking! Remember, we are the “piggy bank” that’s being robbed. All will be Great!"
Tue Jul 24 11:09:12 +0000 2018,"Countries that have treated us unfairly on trade for years are all coming to Washington to negotiate. This should have taken place many years ago but,
as the saying goes, better late than never!"
Tue Jul 24 11:01:27 +0000 2018,RT @DanScavino: “Coast Guard seizes $729M worth of cocaine from boats moving drugs from Central America to the US” https://t.co/R7fFD5BJTb
Tue Jul 24 11:01:13 +0000 2018,"RT @DanScavino: “Lockheed Martin will add 400 workers to boost production of the F-35 fighter jet, the most expensive in U.S. history, afte…"
Tue Jul 24 02:07:39 +0000 2018,#MadeInAmerica Showcase! https://t.co/rT0WIE99yP
Tue Jul 24 01:44:06 +0000 2018,"Lou Barletta was one of my first supporters. He is tough on Crime and Borders. Will be a great Senator from Pennsylvania. His opponent is WEAK on Crime, ICE and Borders. We need Lou! https://t.co/dcMSi4CPfb"
Tue Jul 24 01:35:37 +0000 2018,Robert will do a great job for our Vets. We also recently won Choice! https://t.co/hE0GDuCBET
Mon Jul 23 13:35:20 +0000 2018,....In my opinion the Washington Post is nothing more than an expensive (the paper loses a fortune) lobbyist for Amazon. Is it used as protection against antitrust claims which many feel should be brought?
Mon Jul 23 13:21:15 +0000 2018,"The Amazon Washington Post has gone crazy against me ever since they lost the Internet Tax Case in the U.S. Supreme Court two months ago. Next up is the U.S. Post Office which they use, at a fraction of real cost, as their “delivery boy” for a BIG percentage of their packages...."
Mon Jul 23 13:06:18 +0000 2018,"A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy!"
Mon Jul 23 12:25:02 +0000 2018,"When you hear the Fake News talking negatively about my meeting with President Putin, and all that I gave up, remember, I gave up NOTHING, we merely talked about future benefits for both countries. Also, we got along very well, which is a good thing, except for the Corrupt Media!"
Mon Jul 23 11:09:39 +0000 2018,".....”Carter Page wasn’t a spy, wasn’t an agent of the Russians - he would have cooperated with the FBI. It was a fraud and a hoax designed to target Trump.” Tom Fitton @JudicialWatch A disgrace to America. They should drop the discredited Mueller Witch Hunt now!"
Mon Jul 23 11:01:15 +0000 2018,"....and the DOJ, FBI and Obama Gang need to be held to account. Source #1 was the major source. Avoided talking about it being the Clinton campaign behind it. Misled the Court to provide a pretext to SPY on the Trump Team. Not about Carter Page..was all about getting Trump....."
Mon Jul 23 10:52:10 +0000 2018,“It was classified to cover up misconduct by the FBI and the Justice Department in misleading the Court by using this Dossier in a dishonest way to gain a warrant to target the Trump Team. This is a Clinton Campaign document. It was a fraud and a hoax designed to target Trump....
Mon Jul 23 10:30:11 +0000 2018,"So we now find out that it was indeed the unverified and Fake Dirty Dossier, that was paid for by Crooked Hillary Clinton and the DNC, that was knowingly &amp; falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!"
Mon Jul 23 10:13:52 +0000 2018,Tom Fitton on @foxandfriends at 6:15 A.M. NOW! Judicial Watch.
Mon Jul 23 03:24:19 +0000 2018,"To Iranian President Rouhani: NEVER, EVER THREATEN THE UNITED STATES AGAIN OR YOU WILL SUFFER CONSEQUENCES THE LIKES OF WHICH FEW THROUGHOUT HISTORY HAVE EVER SUFFERED BEFORE. WE ARE NO LONGER A COUNTRY THAT WILL STAND FOR YOUR DEMENTED WORDS OF VIOLENCE &amp; DEATH. BE CAUTIOUS!"
Sun Jul 22 22:23:52 +0000 2018,"So President Obama knew about Russia before the Election. Why didn’t he do something about it? Why didn’t he tell our campaign? Because it is all a big hoax, that’s why, and he thought Crooked Hillary was going to win!!!"
Sun Jul 22 20:58:44 +0000 2018,Happy Birthday @SenatorDole! https://t.co/MiVoB7qC6A
Sun Jul 22 13:15:18 +0000 2018,I had a GREAT meeting with Putin and the Fake News used every bit of their energy to try and disparage it. So bad for our country!
Sun Jul 22 12:56:15 +0000 2018,".@PeteHegseth on @FoxNews  “Source #1 was the (Fake) Dossier. Yes, the Dirty Dossier, paid for by Democrats as a hit piece against Trump, and looking for information that could discredit Candidate #1 Trump. Carter Page was just the foot to surveil the Trump campaign...” ILLEGAL!"
Sun Jul 22 12:22:49 +0000 2018,"Andrew McCarthy - “I said this could never happen. This is so bad that they should be looking at the judges who signed off on this stuff, not just the people who gave it. It is so bad it screams out at you.”  On the whole FISA scam which led to the rigged Mueller Witch Hunt!"
Sun Jul 22 10:49:25 +0000 2018,Looking more &amp; more like the Trump Campaign for President was illegally being spied upon (surveillance) for the political gain of Crooked Hillary Clinton and the DNC. Ask her how that worked out - she did better with Crazy Bernie. Republicans must get tough now. An illegal Scam!
Sun Jul 22 10:28:40 +0000 2018,"Congratulations to @JudicialWatch and @TomFitton on being successful in getting the Carter Page FISA documents. As usual they are ridiculously heavily redacted but confirm with little doubt that the Department of “Justice” and FBI misled the courts. Witch Hunt Rigged, a Scam!"
Sun Jul 22 00:21:01 +0000 2018,Watching Los Angeles possible hostage situation very closely. Active barricaded suspect. L.A.P.D. working with Federal Law Enforcement.
Sat Jul 21 23:23:34 +0000 2018,"Troy Balderson of Ohio is running for Congress against a Nancy Pelosi Liberal who is WEAK on Crime &amp; Borders. Troy is the total opposite, and loves our Military, Vets &amp; 2nd Amendment. EARLY VOTING just started with Election Day on August 7th. Troy has my Full &amp; Total Endorsement!"
Sat Jul 21 23:10:57 +0000 2018,"Brian Kemp, who is running for Governor of Georgia and has my full endorsement, is campaigning tonight with VP @mike_pence. Brian is very strong on Crime and Borders, LOVES our Military, Vets and the 2nd Amendment. He will be a GREAT Governor!"
Sat Jul 21 23:00:42 +0000 2018,"Brian Kemp, who is running for Governor of Georgia and has my full endorsement, is campaigning tonight with @MikePenceVP. Brian is very strong on Crime and Borders, LOVES our Military, Vets and the 2nd Amendment. He will be a GREAT Governor!"
Sat Jul 21 22:50:38 +0000 2018,"No Collusion, No Obstruction - but that doesn’t matter because the 13 Angry Democrats, who are only after Republicans and totally protecting Democrats, want this Witch Hunt to drag out to the November Election. Republicans better get smart fast and expose what they are doing!"
Sat Jul 21 22:40:06 +0000 2018,"The Rigged Witch Hunt, headed by the 13 Angry Democrats (and now 4 more have been added, one who worked directly for Obama W.H.), seems intent on damaging the Republican Party’s chances in the November Election. This Democrat excuse for losing the ‘16 Election never ends!"
Sat Jul 21 12:10:58 +0000 2018,Inconceivable that the government would break into a lawyer’s office (early in the morning) - almost unheard of. Even more inconceivable that a lawyer would tape a client - totally unheard of &amp; perhaps illegal. The good news is that your favorite President did nothing wrong!
Fri Jul 20 22:17:21 +0000 2018,"The NFL National Anthem Debate is alive and well again - can’t believe it! Isn’t it in contract that players must stand at attention, hand on heart? The $40,000,000 Commissioner must now make a stand. First time kneeling, out for game. Second time kneeling, out for season/no pay!"
Fri Jul 20 21:51:11 +0000 2018,RT @IvankaTrump: .@WhiteHouse National Council for the American Worker together w/ the private sector is working to equip students + worker…
Fri Jul 20 21:50:30 +0000 2018,"I got severely criticized by the Fake News Media for being too nice to President Putin. In the Old Days they would call it Diplomacy. If I was loud &amp; vicious, I would have been criticized for being too tough. Remember when they said I was too tough with Chairman Kim? Hypocrites!"
Fri Jul 20 14:39:21 +0000 2018,"RT @realDonaldTrump: I told you so! The European Union just slapped a Five Billion Dollar fine on one of our great companies, Google. They…"
Fri Jul 20 14:39:02 +0000 2018,"RT @realDonaldTrump: The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forw…"
Fri Jul 20 14:35:59 +0000 2018,RT @realDonaldTrump: Will the Dems and Fake News ever learn? This is classic! https://t.co/kSX3ROI4QG
Fri Jul 20 14:35:49 +0000 2018,So important. Should have been done years ago! https://t.co/TFIqsaZWBt
Fri Jul 20 14:34:44 +0000 2018,RT @Scavino45: “More Winning: American Jobless Claims Drop to Lowest Level Since 1969” https://t.co/eBGUs7GlSU
Fri Jul 20 14:34:11 +0000 2018,"RT @Scavino45: “Former Harvard law students praise Kavanaugh in letter”
https://t.co/1ihzCwPToF"
Fri Jul 20 14:33:57 +0000 2018,RT @Scavino45: “Senate GOP breaks record on confirming Trump picks for key court” https://t.co/CB5Zsl5iSG
Fri Jul 20 13:04:44 +0000 2018,Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries. They put on massive Tariffs and Barriers. Canada charges 275% on Dairy. Farmers will WIN!
Fri Jul 20 12:51:45 +0000 2018,....The United States should not be penalized because we are doing so well. Tightening now hurts all that we have done. The U.S. should be allowed to recapture what was lost due to illegal currency manipulation and BAD Trade Deals. Debt coming due &amp; we are raising rates - Really?
Fri Jul 20 12:43:05 +0000 2018,"China, the European Union and others have been manipulating their currencies and interest rates lower, while the U.S. is raising rates while the dollars gets stronger and stronger with each passing day - taking away our big competitive edge. As usual, not a level playing field..."
Fri Jul 20 12:31:18 +0000 2018,"My deepest sympathies to the families and friends of those involved in the terrible boat accident which just took place in Missouri. Such a tragedy, such a great loss. May God be with you all!"
Thu Jul 19 18:14:25 +0000 2018,Will the Dems and Fake News ever learn? This is classic! https://t.co/kSX3ROI4QG
Thu Jul 19 13:35:21 +0000 2018,“Trump recognized Russian Meddling MANY TIMES” https://t.co/T8MERS93wI
Thu Jul 19 13:30:11 +0000 2018,"....proliferation, cyber attacks, trade, Ukraine, Middle East peace, North Korea and more. There are many answers, some easy and some hard, to these problems...but they can ALL be solved!"
Thu Jul 19 13:27:03 +0000 2018,“Trump recognized Russian Meddling MANY TIMES.” https://t.co/Da8T8SUsCE
Thu Jul 19 13:24:58 +0000 2018,"The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forward to our second meeting so that we can start implementing some of the many things discussed, including stopping terrorism, security for Israel, nuclear........"
Thu Jul 19 13:11:17 +0000 2018,"I told you so! The European Union just slapped a Five Billion Dollar fine on one of our great companies, Google. They truly have taken advantage of the U.S., but not for long!"
Thu Jul 19 11:37:25 +0000 2018,Really big jobs meeting today at the White House! 3 P.M.
Thu Jul 19 11:13:48 +0000 2018,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.
Thu Jul 19 10:59:26 +0000 2018,"The Fake News Media wants so badly to see a major confrontation with Russia, even a confrontation that could lead to war. They are pushing so recklessly hard and hate the fact that I’ll probably have a good relationship with Putin. We are doing MUCH better than any other country!"
Thu Jul 19 10:37:57 +0000 2018,"The Fake News Media is going Crazy! They make up stories without any backup, sources or proof. Many of the stories written about me, and the good people surrounding me, are total fiction. Problem is, when you complain you just give them more publicity. But I’ll complain anyway!"
Thu Jul 19 10:29:15 +0000 2018,"The Democrats have a death wish, in more ways than one - they actually want to abolish ICE. This should cost them heavily in the Midterms. Yesterday, the Republicans overwhelmingly passed a bill supporting ICE!"
Thu Jul 19 10:23:14 +0000 2018,"Thank you to Novartis for not increasing your prices on prescription drugs. Likewise to Pfizer. We are making a big push to actually reduce the prices, maybe substantially, on prescription drugs."
Thu Jul 19 01:35:33 +0000 2018,"A total disgrace that Turkey will not release a respected U.S. Pastor, Andrew Brunson, from prison. He has been held hostage far too long. @RT_Erdogan should do something to free this wonderful Christian husband &amp; father. He has done nothing wrong, and his family needs him!"
Wed Jul 18 21:34:12 +0000 2018,RT @SecAzar: .@POTUS has made clear that it’s time for drug companies to put American Patients First — Novartis halting its prescription dr…
Wed Jul 18 21:30:19 +0000 2018,The two biggest opponents of ICE in America today are the Democratic Party and MS-13!
Wed Jul 18 21:29:06 +0000 2018,"Thank you to Congressman Kevin Yoder! He secured $5 BILLION for Border Security. Now we need Congress to support. Kevin has been strong on Crime, the Border, the 2nd Amendment, and he loves our Military and Vets. @RepKevinYoder has my full and total endorsement!"
Wed Jul 18 19:25:30 +0000 2018,"Brian Kemp is running for Governor of the great state of Georgia. The Primary is on Tuesday. Brian is tough on crime, strong on the border and illegal immigration. He loves our Military and our Vets and protects our Second Amendment. I give him my full and total endorsement."
Wed Jul 18 17:12:53 +0000 2018,RT @SecretService: In Remembrance: Special Agent Nole E. Remagen. This week the U.S. Secret Service lost one of America’s finest. We ask fo…
Wed Jul 18 11:33:34 +0000 2018,"3.4 million jobs created since our great Election Victory - far greater than ever anticipated, and only getting better as new and greatly improved Trade Deals start coming to fruition!"
Wed Jul 18 11:27:59 +0000 2018,Some people HATE the fact that I got along well with President Putin of Russia. They would rather go to war than see this. It’s called Trump Derangement Syndrome!
Wed Jul 18 11:03:05 +0000 2018,“A lot of Democrats wished they voted for the Tax Cuts because the economy is booming - we could have 4% growth now and the Fed said yesterday that unemployment could drop again.”  @foxandfriends  @kilmeade
Wed Jul 18 10:44:18 +0000 2018,"Congratulations to Martha Roby of The Great State of Alabama on her big GOP Primary win for Congress. My endorsement came appropriately late, but when it came the “flood gates” opened and you had the kind of landslide victory that you deserve. Enjoy!"
Wed Jul 18 10:16:50 +0000 2018,"....Russia has agreed to help with North Korea, where relationships with us are very good and the process is moving along. There is no rush, the sanctions remain! Big benefits and exciting future for North Korea at end of process!"
Wed Jul 18 10:08:36 +0000 2018,"While the NATO meeting in Brussels was an acknowledged triumph, with billions of dollars more being put up by member countries at a faster pace, the meeting with Russia may prove to be, in the long run, an even greater success. Many positive things will come out of that meeting.."
Wed Jul 18 09:53:41 +0000 2018,So many people at the higher ends of intelligence loved my press conference performance in Helsinki. Putin and I discussed many important subjects at our earlier meeting. We got along well which truly bothered many haters who wanted to see a boxing match. Big results will come!
Wed Jul 18 04:10:19 +0000 2018,"“Prosperity is returning. Donald Trump is doing exactly what he said he would do as a candidate, now as the most effective president, the most successful president, in modern American history.” Thank you to the great Lou Dobbs!"
Wed Jul 18 00:27:37 +0000 2018,"The Democrats want to abolish ICE, which will mean more crime in our country. I want to give ICE a big cheer! Vote Republican in November."
Wed Jul 18 00:21:54 +0000 2018,"The meeting between President Putin and myself was a great success, except in the Fake News Media!"
Tue Jul 17 14:39:08 +0000 2018,The economy of the United States is stronger than ever before!
Tue Jul 17 14:33:47 +0000 2018,Thank you @RandPaul. “The President has gone through a year and a half of totally partisan investigations - what’s he supposed to think?”
Tue Jul 17 14:22:28 +0000 2018,"While I had a great meeting with NATO, raising vast amounts of money, I had an even better meeting with Vladimir Putin of Russia. Sadly, it is not being reported that way - the Fake News is going Crazy!"
Tue Jul 17 13:53:39 +0000 2018,"I had a great meeting with NATO. They have paid $33 Billion more and will pay hundreds of Billions of Dollars more in the future, only because of me. NATO was weak, but now it is strong again (bad for Russia). The media only says I was rude to leaders, never mentions the money!"
Tue Jul 17 12:59:36 +0000 2018,"Thank you @RandPaul, you really get it! “The President has gone through a year and a half of totally partisan investigations - what’s he supposed think?”"
Mon Jul 16 22:53:47 +0000 2018,Will be interviewed on @seanhannity tonight at 9pmE and @TuckerCarlson tomorrow night at 8pmE. Enjoy!
Mon Jul 16 20:34:07 +0000 2018,"A productive dialogue is not only good for the United States and good for Russia, but it is good for the world. #HELSINKI2018 https://t.co/Q2Y1PhM9au"
Mon Jul 16 20:29:54 +0000 2018,"I would rather take a political risk in pursuit of peace, than to risk peace in pursuit of politics. #HELSINKI2018 https://t.co/XdlrJWLPIh"
Mon Jul 16 19:40:23 +0000 2018,"As I said today and many times before, “I have GREAT confidence in MY intelligence people.” However, I also recognize that in order to build a brighter future, we cannot exclusively focus on the past – as the world’s two largest nuclear powers, we must get along! #HELSINKI2018"
Mon Jul 16 16:51:20 +0000 2018,"Thank you Helsinki, Finland! https://t.co/rh4NUjPSwU"
Mon Jul 16 16:11:26 +0000 2018,"Joint Press Conference from Helsinki, Finland: https://t.co/fadLMDuGiY"
Mon Jul 16 08:56:58 +0000 2018,It was an honor to join you this morning. Thank you! https://t.co/NOUTroe8MV
Mon Jul 16 06:05:29 +0000 2018,"Our relationship with Russia has NEVER been worse thanks to many years of U.S. foolishness and stupidity and now, the Rigged Witch Hunt!"
Mon Jul 16 05:37:05 +0000 2018,"President Obama thought that Crooked Hillary was going to win the election, so when he was informed by the FBI about Russian Meddling, he said it couldn’t happen, was no big deal, &amp; did NOTHING about it. When I won it became a big deal and the Rigged Witch Hunt headed by Strzok!"
Mon Jul 16 05:23:50 +0000 2018,"Received many calls from leaders of NATO countries thanking me for helping to bring them together and to get them focused on financial obligations, both present &amp; future. We had a truly great Summit that was inaccurately covered by much of the media. NATO is now strong &amp; rich!"
Mon Jul 16 04:28:24 +0000 2018,RT @SecPompeo: Landed in #Finland for #helsinki2018 where @POTUS &amp; Prez Putin are set to discuss US/Russian relations. POTUS meeting is in…
Mon Jul 16 04:28:10 +0000 2018,"RT @Scavino45: President @realDonaldTrump and @FLOTUS Melania are wheels down in Helsinki, Finland...photo via motorcade en route to hotel.…"
Sun Jul 15 17:03:03 +0000 2018,"Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulations to President Putin and Russia for putting on a truly great World Cup Tournament -- one of the best ever!"
Sun Jul 15 16:18:12 +0000 2018,"...know how to do is resist and obstruct! This is why there is such hatred and dissension in our country – but at some point, it will heal!"
Sun Jul 15 16:18:11 +0000 2018,"...over the years, I would return to criticism that it wasn’t good enough – that I should have gotten Saint Petersburg in addition! Much of our news media is indeed the enemy of the people and all the Dems..."
Sun Jul 15 16:18:10 +0000 2018,"Heading to Helsinki, Finland – looking forward to meeting with President Putin tomorrow. Unfortunately, no matter how well I do at the Summit, if I was given the great city of Moscow as retribution for all of the sins and evils committed by Russia..."
Sun Jul 15 16:11:13 +0000 2018,"There hasn’t been a missile or rocket fired in 9 months in North Korea, there have been no nuclear tests and we got back our hostages. Who knows how it will all turn out in the end, but why isn’t the Fake News talking about these wonderful facts? Because it is FAKE NEWS!"
Sun Jul 15 13:40:55 +0000 2018,"RT @realDonaldTrump: The stories you heard about the 12 Russians yesterday took place during the Obama Administration, not the Trump Admini…"
Sun Jul 15 13:40:23 +0000 2018,"RT @Scavino45: “Criminal Illegal Alien Deported 11 Times Attacked Woman with Chainsaw, @ICEgov Says”
https://t.co/wU7rk1OOzj"
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “Asylum-Seeking Central American Discovered to Be MS-13 Gang Member” https://t.co/76ZizQSNKI
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “MS-13 Gang Member Arrested Again After 4 Deportations” https://t.co/wuNqERJmPN
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “About 1-in-5 illegal alien adults crossing the United States-Mexico border with toddlers under the age of five are either c…
Sun Jul 15 13:33:15 +0000 2018,"RT @Scavino45: “Mike Pence op-ed: Trump White House phenomenally successful”
https://t.co/L2WaPpxxgg"
Sun Jul 15 13:33:15 +0000 2018,RT @realDonaldTrump: These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it?  Because he t…
Sun Jul 15 13:33:14 +0000 2018,RT @Scavino45: “Texas grand jury indicts MS-13 gang members after machete attacks” https://t.co/GGTCEDOcVh
Sat Jul 14 18:17:37 +0000 2018,"These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it?  Because he thought Crooked Hillary Clinton would win, that’s why. Had nothing to do with the Trump Administration, but Fake News doesn’t want to report the truth, as usual!"
Sat Jul 14 12:44:05 +0000 2018,Our prayers are with those affected by the flooding in Japan. We commend the rescue efforts and offer condolences to all who were injured or lost loved ones. https://t.co/AIgJMyT7qS
Sat Jul 14 11:34:32 +0000 2018,"....Remember, it was Little Jeff Z and his people, who are told exactly what to say, who said I could not win the election in that “there was no way to 270” (over &amp; over again) in the Electoral College. I got 306! They were sooooo wrong in their election coverage. Still hurting!"
Sat Jul 14 11:24:13 +0000 2018,"So funny! I just checked out Fake News CNN, for the first time in a long time (they are dying in the ratings), to see if they covered my takedown yesterday of Jim Acosta (actually a nice guy). They didn’t! But they did say I already lost in my meeting with Putin. Fake News......"
Sat Jul 14 10:08:23 +0000 2018,"The stories you heard about the 12 Russians yesterday took place during the Obama Administration, not the Trump Administration. Why didn’t they do something about it, especially when it was reported that President Obama was informed by the FBI in September, before the Election?"
Sat Jul 14 09:57:53 +0000 2018,"....Where is the DNC Server, and why didn’t the FBI take possession of it? Deep State?"
Sat Jul 14 09:53:13 +0000 2018,"The stories you heard about the 12 Russians yesterday took place during the Obama Administration, not the Trump Administrations. Why didn’t they do something about it, especially when it was reported that President Obama was informed by the FBI in September, before the Election?"
Sat Jul 14 09:46:55 +0000 2018,"The Stock Market hit 25,000 yesterday. Jobs are at an all time record - and that is before we fix some of the worst trade deals and conditions ever seen by any government. It is all happening!"
Sat Jul 14 09:43:04 +0000 2018,"I have arrived in Scotland and will be at Trump Turnberry for two days of meetings, calls and hopefully, some golf - my primary form of exercise! The weather is beautiful, and this place is incredible! Tomorrow I go to Helsinki for a Monday meeting with Vladimir Putin."
Sat Jul 14 09:18:40 +0000 2018,This is now changing - for the first time! https://t.co/bRgrMbdDPp
Sat Jul 14 09:17:24 +0000 2018,"RT @realDonaldTrump: ....On top of it all, Germany just started paying Russia, the country they want protection from, Billions of Dollars f…"
Sat Jul 14 09:16:26 +0000 2018,"RT @realDonaldTrump: “Trump has been the most consequential president in history when it comes to minority employment. In June, for instanc…"
Fri Jul 13 18:04:59 +0000 2018,🇺🇸🇬🇧 https://t.co/CwnBfe3smd
Fri Jul 13 14:07:29 +0000 2018,"Joint Press Conference with Prime Minister Theresa May...
https://t.co/XQLkayYKlM"
Fri Jul 13 06:12:25 +0000 2018,RT @MagaGoldHat: @RonDeSantisFL event July 18 th in Orlando with @DonaldJTrumpJr https://t.co/C5B5UwQZXa
Fri Jul 13 06:02:42 +0000 2018,"Congressman Matt Gaetz of Florida is one of the finest and most talented people in Congress. Strong on Crime, the Border, Illegal Immigration, the 2nd Amendment, our great Military &amp; Vets, Matt worked tirelessly on helping to get our Massive Tax Cuts. He has my Full Endorsement!"
Thu Jul 12 17:52:33 +0000 2018,Great success today at NATO! Billions of additional dollars paid by members since my election. Great spirit!
Thu Jul 12 16:32:21 +0000 2018,A very nice note from Chairman Kim of North Korea. Great progress being made! https://t.co/6NI6AqL0xt
Thu Jul 12 15:10:51 +0000 2018,"“Trump has been the most consequential president in history when it comes to minority employment. In June, for instance, the unemployment rate for Hispanics and Latinos 16 years and older fell to 4.6%, its lowest level ever, from 4.9% in May.” https://t.co/ex9jizOyAV"
Thu Jul 12 15:00:54 +0000 2018,"RT @dougmillsnyt: .@realDonaldTrump &amp; @FLOTUS walk off Air Force One as they arrive at London Stansted Airport in Stansted, England. https:…"
Thu Jul 12 15:00:43 +0000 2018,RT @dougmillsnyt: .@realDonaldTrump's shadow is reflected on the wall as he makes a statement and answers questions as he departs the NATO…
Thu Jul 12 14:12:41 +0000 2018,Thank you #NATO2018! https://t.co/nk85QBv1u7
Thu Jul 12 10:57:06 +0000 2018,"#NATOSummit2018 Press Conference in Brussels, Belgium:
https://t.co/iEOeGV6YBI"
Thu Jul 12 06:12:05 +0000 2018,"....On top of it all, Germany just started paying Russia, the country they want protection from, Billions of Dollars for their Energy needs coming out of a new pipeline from Russia. Not acceptable! All NATO Nations must meet their 2% commitment, and that must ultimately go to 4%!"
Thu Jul 12 06:03:29 +0000 2018,"Presidents have been trying unsuccessfully for years to get Germany and other rich NATO Nations to pay more toward their protection from Russia. They pay only a fraction of their cost. The U.S. pays tens of Billions of Dollars too much to subsidize Europe, and loses Big on Trade!"
Thu Jul 12 05:55:24 +0000 2018,"As I head out to a very important NATO meeting, I see that FBI Lover/Agent Lisa Page is dodging a Subpoena &amp; is refusing to show up and testify. What can she possibly say about her statements and lies. So much corruption on the other side. Where is the Attorney General? @FoxNews"
Wed Jul 11 23:33:33 +0000 2018,"Billions of additional dollars are being spent by NATO countries since my visit last year, at my request, but it isn’t nearly enough. U.S. spends too much. Europe’s borders are BAD! Pipeline dollars to Russia are not acceptable!"
Wed Jul 11 22:47:16 +0000 2018,"How can the Rigged Witch Hunt proceed when it was started, influenced and worked on, for an extended period of time, by former FBI Agent/Lover Peter Strzok? Read his hate filled and totally biased Emails and the answer is clear!"
Wed Jul 11 21:53:26 +0000 2018,"Ex-FBI LAYER Lisa Page today defied a House of Representatives issued Subpoena to testify before Congress! Wow, but is anybody really surprised!  Together with her lover, FBI Agent Peter Strzok, she worked on the Rigged Witch Hunt, perhaps the most tainted and corrupt case EVER!"
